mgrs,Date,Incident Type,Incident Category,Target Category,target,force_type,date_time_occ,mgrs_X,mgrs_Y,City,Province
38SME0084023770,4-Sep-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,9/4/2008 12:15,43.90730755,35.45246436,Kirkuk,Tameem
38SMB5211086110,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 12:15,44.48552427,33.31304407,Al Sadr,Baghdad
38SNC2238079600,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 12:33,45.24279217,34.15708412,Khanaqin,Diyala
38SMC915705,4-Sep-08,Explosive Hazard,Unknown Explosion,,Enemy,,9/4/2008 13:30,44.90787543,34.07521908,Khanaqin,Diyala
38SLF363282,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 13:37,43.17486584,36.38500964,Al-Hamdaniya,Ninewa
38SQA3853,4-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/4/2008 13:45,47.52177025,32.08824062,Amara,Missan
38SLF29032281,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/4/2008 13:58,43.09503471,36.33517782,Mosul,Ninewa
38SLF38512392,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 14:06,43.20038326,36.34681675,Al-Hamdaniya,Ninewa
38SMB3887,4-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/4/2008 14:35,44.33388931,33.32035117,Karkh,Baghdad
38SLC8557090703,4-Sep-08,Enemy Action,Indirect Fire,Base,Coalition,CF,9/4/2008 14:40,43.75724691,34.25115821,Samarra,Salah al-Din
38SLF36572318,4-Sep-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,9/4/2008 14:59,43.17892935,36.33982123,Al-Hamdaniya,Ninewa
38SMB5084,4-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/4/2008 15:00,44.46297433,33.29391692,Al Resafa,Baghdad
38SMB5278,4-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/4/2008 15:40,44.48477246,33.23989012,Al Resafa,Baghdad
38SLF386254,4-Sep-08,Explosive Hazard,Unknown Explosion,Base/Station,Host Nation,CF,9/4/2008 17:30,43.20107885,36.36016806,Al-Hamdaniya,Ninewa
38SLF293298,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/4/2008 17:30,43.09650754,36.39820847,Tilkaif,Ninewa
38SLF296247,4-Sep-08,Enemy Action,Direct Fire,OP,Coalition,CF,9/4/2008 17:37,43.10096897,36.35230864,Mosul,Ninewa
38SLF293242,4-Sep-08,Enemy Action,Direct Fire,TCP,Host Nation,ISF,9/4/2008 18:00,43.09773691,36.34775025,Mosul,Ninewa
38SMB4584,4-Sep-08,Explosive Hazard,IED Found/Cleared,,Enemy,,9/4/2008 18:30,44.40927413,33.29367328,Al Resafa,Baghdad
38SMC675342,4-Sep-08,Enemy Action,Direct Fire,Other,Host Nation,ISF,9/4/2008 18:34,44.64910593,33.74736345,Al-Muqdadiya,Diyala
38SME1316510210,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 19:32,44.04454778,35.33136575,Kirkuk,Tameem
38SLC1704,4-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/4/2008 20:00,43.03089201,33.45983152,Heet,Anbar
38SLB9920097270,4-Sep-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,9/4/2008 20:09,43.91593724,33.41003435,Falluja,Anbar
38SLB9880094500,4-Sep-08,Explosive Hazard,IED Explosion,Base/Station,Host Nation,ISF,9/4/2008 20:09,43.91194746,33.38501636,Falluja,Anbar
38SMB4584,4-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/4/2008 20:13,44.40927413,33.29367328,Al Resafa,Baghdad
38SLD786307,4-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/4/2008 20:25,43.67589168,34.61097573,Tikrit,Salah al-Din
38SMB1430084600,4-Sep-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,9/4/2008 20:31,44.07951524,33.29708011,Abu Ghraib,Baghdad
38SMC4054048330,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 21:00,44.35708565,33.87362633,Balad,Salah al-Din
38SLD83071249,4-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/4/2008 21:26,43.727136,34.44731549,Tikrit,Salah al-Din
38SMB5951168774,4-Sep-08,Enemy Action,Direct Fire,Base/Station,Host Nation,ISF,9/4/2008 21:30,44.56580355,33.15698099,Mada'in,Baghdad
38SLF283264,4-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/4/2008 22:10,43.08611318,36.36739516,Mosul,Ninewa
38SMB3516091550,4-Sep-08,Enemy Action,Direct Fire,Unit/Group,Civilian,CF,9/4/2008 22:20,44.30305225,33.36122126,Khadamiya,Baghdad
38SMC2938624774,4-Sep-08,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,9/4/2008 23:10,44.23837284,33.66049931,Tarmia,Baghdad
38SNC0640017980,4-Sep-08,Explosive Hazard,IED Explosion,Recovery,Coalition,CF,9/4/2008 23:11,45.06898278,33.60154825,Baladrooz,Diyala
38SMC6708039050,5-Sep-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,9/5/2008 0:33,44.64439072,33.79109304,Al-Muqdadiya,Diyala
38SLC4246103596,5-Sep-08,Enemy Action,Direct Fire,NULL,NULL,CF,9/5/2008 1:15,43.30481423,33.46023766,Ramadi,Anbar
38SMB3469585803,5-Sep-08,Enemy Action,Attack,Unit/Group,Host Nation,ISF,9/5/2008 1:45,44.29847005,33.30935969,Karkh,Baghdad
38SLF311241,5-Sep-08,Explosive Hazard,IED Explosion,Other,Civilian,ISF,9/5/2008 5:05,43.11780779,36.34716678,Mosul,Ninewa
38SLF3120023850,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/5/2008 5:08,43.11897583,36.34493169,Mosul,Ninewa
38SLF356243,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/5/2008 7:20,43.16788931,36.34974817,Al-Hamdaniya,Ninewa
38SLB9961696722,5-Sep-08,Explosive Hazard,IED Suspected,NULL,NULL,CF,9/5/2008 9:00,43.92047159,33.40513139,Falluja,Anbar
38SMB4373794934,5-Sep-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,9/5/2008 9:15,44.39502802,33.39222593,Adhamiya,Baghdad
38SLF349276,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/5/2008 9:45,43.15939158,36.37936374,Al-Hamdaniya,Ninewa
38SLD6188660524,5-Sep-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,9/5/2008 10:00,43.48875544,34.87771534,Tikrit,Salah al-Din
38SLF315229,5-Sep-08,Explosive Hazard,IED Explosion,Property,Civilian,ISF,9/5/2008 10:00,43.1225228,36.33642421,Mosul,Ninewa
38SMB3293388547,5-Sep-08,Explosive Hazard,IED Explosion,NULL,NULL,CF,9/5/2008 10:05,44.27933962,33.33400006,Karkh,Baghdad
38SMB51738094,5-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/5/2008 10:30,44.48171788,33.26639583,Al Resafa,Baghdad
37SGA558231,5-Sep-08,Explosive Hazard,IED Explosion,Other,Civilian,CF,9/5/2008 11:20,41.84936497,36.31899818,Sinjar,Ninewa
38SMC637334,5-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/5/2008 11:30,44.60811192,33.74002476,Al-Muqdadiya,Diyala
38SMC63303263,5-Sep-08,Explosive Hazard,IED Found/Cleared,Other,Host Nation,CF,9/5/2008 11:35,44.60382561,33.73306628,Al-Muqdadiya,Diyala
38SLC97098411,5-Sep-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,9/5/2008 11:47,43.88312132,34.19291438,Al-Daur,Salah al-Din
38SLF323264,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/5/2008 12:00,43.13067826,36.368101,Al-Hamdaniya,Ninewa
38SME400197,5-Sep-08,Enemy Action,Indirect Fire,,Civilian,,9/5/2008 13:30,44.33909664,35.41890317,Kirkuk,Tameem
38SLF575231,5-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/5/2008 13:45,43.41207637,36.34242632,Al-Hamdaniya,Ninewa
38SME400197,5-Sep-08,Enemy Action,Indirect Fire,Property,Civilian,ISF,9/5/2008 13:48,44.33909664,35.41890317,Kirkuk,Tameem
38SMC4345025840,5-Sep-08,Enemy Action,Indirect Fire,Base,Host Nation,CF,9/5/2008 14:10,44.38998777,33.67095499,Tarmia,Baghdad
38SMB00407970,5-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/5/2008 14:15,43.93077828,33.25169456,Falluja,Anbar
38SMB4469977476,5-Sep-08,Explosive Hazard,IED Found/Cleared,Cell/Group,Enemy,CF,9/5/2008 14:27,44.40643955,33.23481459,Karkh,Baghdad
38SLF353253,5-Sep-08,Explosive Hazard,IED Explosion,Base/Station,Host Nation,ISF,9/5/2008 16:05,43.16433597,36.35870764,Al-Hamdaniya,Ninewa
38SLB6492594925,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/5/2008 16:30,43.54776552,33.38512196,Ramadi,Anbar
38SLF353254,5-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/5/2008 16:55,43.1643148,36.35960872,Al-Hamdaniya,Ninewa
38SLF2790036900,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/5/2008 17:30,43.07932802,36.46193124,Tilkaif,Ninewa
38SLF298244,5-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/5/2008 17:30,43.10326237,36.3496409,Mosul,Ninewa
38SLF324264,5-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/5/2008 17:30,43.13179241,36.36811843,Al-Hamdaniya,Ninewa
38SLF295246,5-Sep-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,9/5/2008 18:53,43.09987697,36.35138988,Mosul,Ninewa
38SLB4838873282,5-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/5/2008 18:55,43.37365461,33.1877746,Ramadi,Anbar
38SMC685181,5-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/5/2008 19:10,44.66047365,33.60218394,Baladrooz,Diyala
38SMB3778,5-Sep-08,Enemy Action,Indirect Fire,,Civilian,,9/5/2008 19:30,44.32377244,33.23911903,Karkh,Baghdad
38SMB4390695500,5-Sep-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,9/5/2008 20:05,44.39680985,33.3973397,Adhamiya,Baghdad
38SNC3238833460,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/5/2008 20:06,45.34965777,33.74069273,Baladrooz,Diyala
38SLF31312412,5-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/5/2008 20:25,43.12014252,36.34738382,Mosul,Ninewa
38SLF2990024900,5-Sep-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,9/5/2008 20:57,43.10426697,36.35416381,Mosul,Ninewa
38SMC10806480,5-Sep-08,Explosive Hazard,IED Explosion,Unknown,Civilian,CIV,9/5/2008 21:05,44.03387689,34.0200512,Balad,Salah al-Din
38SMB3887,5-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/5/2008 21:15,44.33388931,33.32035117,Karkh,Baghdad
38RQU55398227,5-Sep-08,Enemy Action,Indirect Fire,Base,Coalition,CF,9/5/2008 21:51,47.66218522,30.54567637,Basrah,Basrah
38SMB4092,5-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/5/2008 22:00,44.35504318,33.36556106,Adhamiya,Baghdad
38SLB8381296089,5-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/5/2008 22:00,43.75063006,33.3978283,Falluja,Anbar
38SMB3963685597,5-Sep-08,Explosive Hazard,IED Explosion,Unit/Group,Host Nation,CF,9/5/2008 22:07,44.35155873,33.30779003,Karkh,Baghdad
38SMB4988,5-Sep-08,Explosive Hazard,IED Found/Cleared,,Civilian,,9/5/2008 23:00,44.45200857,33.32994809,Al Sadr,Baghdad
38SLC9691373828,5-Sep-08,Explosive Hazard,IED Hoax,NULL,NULL,CF,9/5/2008 23:10,43.88242238,34.10018427,Balad,Salah al-Din
38RQA0462023650,6-Sep-08,Enemy Action,Small Arms Fire,Patrol,Coalition,CF,9/6/2008 0:15,47.1621094,31.83018491,Amara,Missan
38SMB6074962382,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 0:42,44.57935434,33.09937105,Mada'in,Baghdad
38SLB9917271463,6-Sep-08,Explosive Hazard,IED Explosion,Security,Coalition,CF,9/6/2008 1:10,43.91851178,33.17729552,Falluja,Anbar
38SMB4532,6-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/6/2008 2:30,44.41239862,32.82464295,Al-Mahawil,Babylon
38SLC9647275051,6-Sep-08,Enemy Action,Small Arms Fire,Other,Coalition,CF,9/6/2008 4:31,43.87749661,34.11116851,Balad,Salah al-Din
38SLF374202,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 7:30,43.18879544,36.31310921,Al-Hamdaniya,Ninewa
38SLE5148177041,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 7:50,43.35372453,35.92643314,Mosul,Ninewa
38SLE586955,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 8:10,43.42931111,36.09385162,Al-Hamdaniya,Ninewa
38SLE464907,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 8:37,43.29477809,36.04874217,Mosul,Ninewa
38SLF406248,6-Sep-08,Explosive Hazard,IED Explosion,Other,Host Nation,ISF,9/6/2008 8:40,43.22348348,36.35509492,Al-Hamdaniya,Ninewa
38SLD7913629966,6-Sep-08,Enemy Action,Attack,Patrol,Coalition,CF,9/6/2008 9:15,43.68184106,34.60442156,Tikrit,Salah al-Din
38SKF69722827,6-Sep-08,Explosive Hazard,IED Explosion,Other,Civilian,ISF,9/6/2008 10:38,42.43310282,36.37199818,Telafar,Ninewa
38SMC84930395,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/6/2008 11:00,44.83780387,33.47491642,Baladrooz,Diyala
38SLD614629,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 11:21,43.4830456,34.89906743,Tikrit,Salah al-Din
38SMC7465017650,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/6/2008 11:37,44.72677419,33.59828936,Baladrooz,Diyala
38SLF301247,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 11:53,43.10653849,36.35239705,Mosul,Ninewa
38SLF309238,6-Sep-08,Enemy Action,Direct Fire,Patrol,Host Nation,ISF,9/6/2008 11:55,43.11564527,36.3444285,Mosul,Ninewa
38SLF3705024290,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 11:58,43.18404317,36.34990468,Al-Hamdaniya,Ninewa
38SLF329268,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/6/2008 12:00,43.13727721,36.37180968,Al-Hamdaniya,Ninewa
38SLF370243,6-Sep-08,Enemy Action,Direct Fire,Patrol,Host Nation,ISF,9/6/2008 12:11,43.18348412,36.34998633,Al-Hamdaniya,Ninewa
38SMC7467017700,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/6/2008 12:18,44.72698833,33.59874081,Baladrooz,Diyala
38SLF272255,6-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/6/2008 12:30,43.07405797,36.35908888,Mosul,Ninewa
38SLF3844823340,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 12:40,43.19981299,36.34157999,Al-Hamdaniya,Ninewa
38SLF3888622937,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 12:50,43.20477486,36.33802197,Al-Hamdaniya,Ninewa
38SLF3836523098,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 13:52,43.19893875,36.3393854,Al-Hamdaniya,Ninewa
38SMB3884080440,6-Sep-08,Explosive Hazard,IED Explosion,Other,Civilian,CIV,9/6/2008 14:30,44.34335686,33.26123222,Karkh,Baghdad
38SLF273236,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/6/2008 14:30,43.07559347,36.34198724,Mosul,Ninewa
38SMB0640788023,6-Sep-08,Enemy Action,Direct Fire,TCP,Host Nation,ISF,9/6/2008 15:05,43.99439477,33.32729376,Abu Ghraib,Baghdad
38SLF314246,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/6/2008 15:05,43.12104102,36.35172466,Mosul,Ninewa
38SLF374234,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/6/2008 15:45,43.18812777,36.34194419,Al-Hamdaniya,Ninewa
38SMB4497,6-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/6/2008 16:00,44.39772726,33.41087355,Adhamiya,Baghdad
38SMB3887,6-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/6/2008 16:20,44.33388931,33.32035117,Karkh,Baghdad
38SMC4954985930,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/6/2008 17:23,44.45231614,34.2131895,Al-Khalis,Diyala
38SLD7827529381,6-Sep-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,9/6/2008 17:50,43.67253703,34.59904563,Tikrit,Salah al-Din
38SLF40132021,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 18:00,43.21918955,36.31365613,Al-Hamdaniya,Ninewa
38SMB3515791546,6-Sep-08,Enemy Action,Attack,Facility,Civilian,CF,9/6/2008 19:23,44.30302029,33.361185,Khadamiya,Baghdad
38SLB76639757,6-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/6/2008 21:00,43.67321648,33.41038152,Falluja,Anbar
38SME3954419135,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 21:08,44.334116,35.41378142,Kirkuk,Tameem
38SLC9747083520,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 21:47,43.88731464,34.18763186,Al-Daur,Salah al-Din
38SLF2819704513,6-Sep-08,Explosive Hazard,IED Explosion,Convoy,Civilian,CF,9/6/2008 22:00,43.08977678,36.17016391,Mosul,Ninewa
38SNA6532398223,6-Sep-08,Enemy Action,Indirect Fire,Facility,Coalition,CF,9/6/2008 22:05,45.69551764,32.51940199,Kut,Wassit
38SMB7145,6-Sep-08,Enemy Action,Indirect Fire,,Civilian,,9/6/2008 22:20,44.68976041,32.94290399,Al-Suwaira,Wassit
38SMB4920068100,6-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/6/2008 22:30,44.45527179,33.15046711,Mahmoudiya,Baghdad
38SMC04806793,7-Sep-08,Explosive Hazard,IED Explosion,Convoy,Coalition,CF,9/7/2008 0:35,43.96855843,34.04774804,Balad,Salah al-Din
38SLD788284,7-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/7/2008 0:45,43.67840113,34.59026344,Tikrit,Salah al-Din
38SLD784294,7-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/7/2008 0:55,43.67389717,34.59923175,Tikrit,Salah al-Din
38SMB0923999656,7-Sep-08,Enemy Action,Direct Fire,Unit/Group,Civilian,SoI,9/7/2008 4:30,44.02364733,33.43244872,Falluja,Anbar
38SLB4233898096,7-Sep-08,Explosive Hazard,IED Found/Cleared,Property,Enemy,ISF,9/7/2008 6:15,43.30445612,33.41063276,Ramadi,Anbar
38SLF33762541,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/7/2008 8:51,43.14715646,36.35943393,Al-Hamdaniya,Ninewa
38SMC685386,7-Sep-08,Explosive Hazard,IED Explosion,,Civilian,,9/7/2008 9:00,44.65974569,33.78707771,Al-Muqdadiya,Diyala
38SME09200777,7-Sep-08,Explosive Hazard,IED Explosion,Other,Civilian,SoI,9/7/2008 9:15,44.00119693,35.30901508,Al-Hawiga,Tameem
38SLD5045286354,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,SoI,9/7/2008 9:20,43.35904656,35.10892135,Baiji,Salah al-Din
38SMB5593,7-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/7/2008 9:20,44.51622663,33.37531349,Al Sadr,Baghdad
38SMB4609090990,7-Sep-08,Explosive Hazard,IED Explosion,Other,Host Nation,CF,9/7/2008 9:23,44.4205636,33.35677428,Al Resafa,Baghdad
38SLF304243,7-Sep-08,Enemy Action,Direct Fire,Patrol,Host Nation,ISF,9/7/2008 9:45,43.10996737,36.34884578,Mosul,Ninewa
38SMB4988,7-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/7/2008 10:00,44.45200857,33.32994809,Al Sadr,Baghdad
38SLE3238160674,7-Sep-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,9/7/2008 10:14,43.14554111,35.7758539,Mosul,Ninewa
38SMC490143,7-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/7/2008 10:40,44.45051479,33.567156,Ba'quba,Diyala
38SLC969843,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,SoI,9/7/2008 10:42,43.88103697,34.1946088,Al-Daur,Salah al-Din
38SMB5280039300,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CIV,9/7/2008 10:50,44.49535547,32.89085406,Mahmoudiya,Baghdad
38SMB3324585531,7-Sep-08,Explosive Hazard,Unexploded Ordnance,NULL,NULL,CF,9/7/2008 11:10,44.28291475,33.30681754,Karkh,Baghdad
38SLF289237,7-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/7/2008 11:30,43.09339145,36.34317401,Mosul,Ninewa
38SMC652398,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,,9/7/2008 12:00,44.62405334,33.79779711,Al-Muqdadiya,Diyala
38SLF678223,7-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/7/2008 12:25,43.52695283,36.33668622,Al-Hamdaniya,Ninewa
38SLF335246,7-Sep-08,Explosive Hazard,IED Explosion,Patrol,Coalition,CF,9/7/2008 12:41,43.14443328,36.35209032,Al-Hamdaniya,Ninewa
38SLF315243,7-Sep-08,Enemy Action,Direct Fire,Base/Station,Host Nation,ISF,9/7/2008 12:55,43.12221987,36.34903901,Mosul,Ninewa
38SKC8012594573,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/7/2008 13:00,42.61175371,34.26908094,Haditha,Anbar
38SLD6174166546,7-Sep-08,Explosive Hazard,IED Explosion,NULL,NULL,CF,9/7/2008 13:00,43.48617321,34.93198049,Baiji,Salah al-Din
38SLC71923845,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/7/2008 13:00,43.61670268,33.77843995,Balad,Salah al-Din
38SLF357248,7-Sep-08,Enemy Action,Sniper Ops,Other,Host Nation,ISF,9/7/2008 13:00,43.16889768,36.35427065,Al-Hamdaniya,Ninewa
38SLF27302222,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/7/2008 13:25,43.07589941,36.32955298,Mosul,Ninewa
38SLF366260,7-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/7/2008 13:35,43.17867146,36.36523691,Al-Hamdaniya,Ninewa
38SMC0734,7-Sep-08,Explosive Hazard,Unknown Explosion,,Civilian,,9/7/2008 13:50,43.99598332,33.74197581,Balad,Salah al-Din
38SLC4560001300,7-Sep-08,Explosive Hazard,IED Suspected,NULL,NULL,ISF,9/7/2008 14:02,43.33897345,33.4399943,Ramadi,Anbar
38SMB4490091370,7-Sep-08,Explosive Hazard,IED Explosion,Other,Civilian,ISF,9/7/2008 14:10,44.40775059,33.3601413,Al Resafa,Baghdad
38SLF265224,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,ISF,9/7/2008 14:20,43.06695087,36.33103104,Mosul,Ninewa
38SLF290229,7-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/7/2008 14:45,43.09468086,36.33598344,Mosul,Ninewa
38SLF291228,7-Sep-08,Enemy Action,Direct Fire,Base,Coalition,CF,9/7/2008 15:04,43.09581646,36.33510015,Mosul,Ninewa
38SLF455628,7-Sep-08,Explosive Hazard,IED Explosion,,Host Nation,,9/7/2008 15:50,43.27046302,36.69831408,Al-Shikhan,Ninewa
38SLE4547662057,7-Sep-08,Explosive Hazard,IED Explosion,Base/Station,Host Nation,ISF,9/7/2008 16:10,43.29009086,35.79046439,Mosul,Ninewa
38SNC2300058550,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/7/2008 17:00,45.24896249,33.96722609,Khanaqin,Diyala
38SKF40777692,7-Sep-08,Explosive Hazard,IED Explosion,Other,Host Nation,CF,9/7/2008 17:30,42.09436751,36.80265257,Telafar,Ninewa
38SLF401202,7-Sep-08,Explosive Hazard,Unknown Explosion,,Civilian,,9/7/2008 18:35,43.21885757,36.31356104,Al-Hamdaniya,Ninewa
38SLF2915230812,7-Sep-08,Explosive Hazard,IED Explosion,Patrol,Host Nation,ISF,9/7/2008 19:59,43.09463532,36.40730062,Tilkaif,Ninewa
38SMB3362584852,7-Sep-08,Explosive Hazard,IED Explosion,Unit/Group,Civilian,CF,9/7/2008 20:43,44.28704629,33.30071697,Karkh,Baghdad
38SMB3323588373,7-Sep-08,Explosive Hazard,IED Found/Cleared,Cell/Group,Enemy,ISF,9/7/2008 20:50,44.28259737,33.33244951,Karkh,Baghdad
38SME401211,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,,9/7/2008 21:00,44.34009514,35.43153188,Kirkuk,Tameem
38SLF291236,7-Sep-08,Enemy Action,Direct Fire,Patrol,Coalition,CF,9/7/2008 21:08,43.09564093,36.3423085,Mosul,Ninewa
38SMB3291,7-Sep-08,Enemy Action,Direct Fire,,Host Nation,,9/7/2008 21:15,44.26913007,33.35606544,Karkh,Baghdad
38SLF35672234,7-Sep-08,Explosive Hazard,IED Found/Cleared,NULL,NULL,CF,9/7/2008 21:33,43.16908262,36.33209893,Al-Hamdaniya,Ninewa
38SLE990014,7-Sep-08,Explosive Hazard,IED Found/Cleared,,Civilian,,9/7/2008 22:00,43.88979857,35.25060878,Al-Hawiga,Tameem
38SMB1432097530,7-Sep-08,Explosive Hazard,IED Explosion,Unit/Group,Civilian,CF,9/7/2008 22:07,44.07850196,33.41369341,Abu Ghraib,Baghdad
38SME4323,7-Sep-08,Enemy Action,Indirect Fire,,Civilian,,9/7/2008 22:10,44.37190898,35.44883311,Kirkuk,Tameem
38SMB3778,7-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/7/2008 22:20,44.32377244,33.23911903,Karkh,Baghdad
38SMC559468,7-Sep-08,Enemy Action,Direct Fire,,Civilian,,9/7/2008 22:40,44.52323725,33.86058206,Al-Khalis,Diyala
38SMB4377,7-Sep-08,Explosive Hazard,Unknown Explosion,,Civilian,,9/7/2008 22:40,44.38823452,33.23043295,Karkh,Baghdad
